4,1,1,19837,1073179
8,2,2,20613,913158
16,4,1,21185,1226796
32,16,16,19707,1090714
64,64,2,20678,4332029
128,64,2,31763,30566015
256,16,8,73157,34672815
512,64,1,1086435,8554045820
1024,256,128,1651997,1355888364
2048,2048,2048,920202160,18090784263
4096,32,2,634697729,1220969754969
